ISOTIME,SaltCk_Q_m3_s,Sal_PSU,temp,trace_1,trace_2,trace_3,trace_4,trace_5,ss1,ret,oxy,rsi,amm,nit,frp,frp_ads,doc,poc,don,pon,dop,pop,grn,mag_ulva,mag_ulva_in,mag_ulva_ip
31/01/2012 00:00,0.0122845491105897,15.1607,19.5532,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2658.5254,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
01/02/2012 00:00,0.0327587976282392,14.024,18.7105,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2685.3931,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
02/02/2012 00:00,0.0389010721835341,13.8527,20.679,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2712.2608,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
03/02/2012 00:00,0.0204742485176495,14.5349,22.4496,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2739.1285,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
04/02/2012 00:00,0.0122845491105897,15.3275,23.4691,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2765.9961,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
05/02/2012 00:00,0.00614227455529485,15.8052,21.1418,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2792.8638,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
06/02/2012 00:00,0.0163793988141196,14.9118,19.5407,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2819.7315,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
07/02/2012 00:00,0.042995921887064,14.4069,19.9397,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2846.5992,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
08/02/2012 00:00,0.0286639479247093,14.598,19.5801,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2873.4668,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
09/02/2012 00:00,0.0266165230729444,14.7703,18.8104,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2900.3345,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
10/02/2012 00:00,0.0184268236658846,14.7361,19.2997,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2927.2022,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
11/02/2012 00:00,0.0225216733694145,14.9009,20.1598,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2954.0699,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
12/02/2012 00:00,0.0163793988141196,15.3506,20.5697,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,2980.9375,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
13/02/2012 00:00,0.0204742485176495,15.666,22.3093,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3007.4273,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
14/02/2012 00:00,0.0143319739623547,16.3376,23.3292,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3033.6658,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
15/02/2012 00:00,0.0081896994070598,16.9982,22.9201,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3059.9042,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
16/02/2012 00:00,2.95238663624506,15.8376,22.4502,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3086.1427,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
17/02/2012 00:00,5.41134388321476,14.5068,21.27,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3112.3812,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
18/02/2012 00:00,5.33149431399593,13.8265,22.4593,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3138.6197,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
19/02/2012 00:00,5.08170848208061,13.9782,22.7299,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3164.8582,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
20/02/2012 00:00,4.91996191879118,13.9582,21.5201,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3191.0967,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
21/02/2012 00:00,5.00185891286177,13.6234,19.7509,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3217.3351,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
22/02/2012 00:00,4.97319496493707,13.1859,20.3996,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3243.5736,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
23/02/2012 00:00,4.69474518509703,13.4501,22.0592,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3269.8121,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
24/02/2012 00:00,4.38763145733229,14.0182,23.5796,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3296.0506,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
25/02/2012 00:00,3.98633618638636,14.6544,26.2184,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3322.2891,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
26/02/2012 00:00,3.57275636632984,15.8374,25.0008,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3348.5276,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
27/02/2012 00:00,3.46014799948277,15.7333,22.9006,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3374.766,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
28/02/2012 00:00,3.71607610595339,15.0695,19.8223,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3401.0045,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
29/02/2012 00:00,3.7734040018028,14.4031,16.1013,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3427.243,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
01/03/2012 00:00,3.69560185743574,13.213,17.2293,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3453.4815,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
02/03/2012 00:00,3.21445701727097,12.584,17.36,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3479.72,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
03/03/2012 00:00,2.85615766821211,12.3346,20.0498,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3505.9584,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
04/03/2012 00:00,1.90001026243787,12.2481,20.19,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3532.1969,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
05/03/2012 00:00,0.962289680329527,11.2666,19.0504,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3558.4354,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
06/03/2012 00:00,1.21821778680015,10.9084,18.5002,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3584.6739,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
07/03/2012 00:00,1.0748980471766,10.0079,18.1901,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3610.9124,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
08/03/2012 00:00,1.18136413946838,9.9846,19.1293,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3637.1509,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
09/03/2012 00:00,0.745262646042442,9.3355,19.15,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3663.3893,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
10/03/2012 00:00,0.481144840164763,7.9619,20.3895,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3689.6278,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
11/03/2012 00:00,0.0327587976282392,7.9044,19.0908,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3715.8663,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
12/03/2012 00:00,0.00614227455529485,7.8127,19.4799,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3742.1048,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
13/03/2012 00:00,0.0040948497035299,8.3238,21.7087,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3768.3433,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
14/03/2012 00:00,0.00204742485176495,9.3999,21.4101,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3794.5818,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
15/03/2012 00:00,0.00204742485176495,10.014,22.8591,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3820.8202,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
16/03/2012 00:00,0.00204742485176495,10.8102,21.3909,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3847.0587,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
17/03/2012 00:00,0.00204742485176495,10.7621,20.19,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3873.2972,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
18/03/2012 00:00,0.00204742485176495,10.6523,19.9801,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3882.5702,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
19/03/2012 00:00,0.00204742485176495,10.7592,21.0593,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3881.3343,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
20/03/2012 00:00,0.00204742485176495,11.1424,22.1,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3880.0985,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
21/03/2012 00:00,0.00204742485176495,11.579,19.382,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3878.8626,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
22/03/2012 00:00,0.00204742485176495,11.0683,18.2601,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3877.6267,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
23/03/2012 00:00,0.00204742485176495,10.7702,16.3417,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3876.3909,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
24/03/2012 00:00,0,10.3408,17.8794,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3875.155,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
25/03/2012 00:00,0.00204742485176495,10.7215,19.0892,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3873.9192,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
26/03/2012 00:00,0.00204742485176495,11.082,17.9003,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3872.6833,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
27/03/2012 00:00,0.00204742485176495,10.8336,18.29,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3871.4475,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
28/03/2012 00:00,0.00204742485176495,10.9154,19.9797,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3870.2116,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
29/03/2012 00:00,0.00204742485176495,11.2309,20.4097,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3868.9757,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
30/03/2012 00:00,0.00204742485176495,11.3921,21.7991,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3867.7399,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
31/03/2012 00:00,0.00204742485176495,12.0693,21.6001,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3866.504,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
01/04/2012 00:00,0.00204742485176495,12.2837,21.0303,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3865.2682,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
02/04/2012 00:00,0.0040948497035299,12.2887,19.0116,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3864.0323,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
03/04/2012 00:00,0.00204742485176495,11.9421,22.1489,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3862.7965,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
04/04/2012 00:00,0.00204742485176495,12.9913,22.23,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3861.5606,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
05/04/2012 00:00,0.00204742485176495,13.1246,21.8202,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3860.3247,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
06/04/2012 00:00,0.00204742485176495,13.1209,19.1411,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3859.0889,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
07/04/2012 00:00,0.00204742485176495,11.6368,16.1429,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3857.853,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
08/04/2012 00:00,0.00614227455529485,11.7447,17.4491,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3856.6172,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
09/04/2012 00:00,0.0040948497035299,12.1134,15.7001,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3855.3813,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
10/04/2012 00:00,0.0040948497035299,11.5552,15.3,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3854.1454,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
11/04/2012 00:00,0.0081896994070598,11.5966,14.7802,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3852.9096,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
12/04/2012 00:00,0.00614227455529485,11.5857,15.6296,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3851.6737,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
13/04/2012 00:00,0.00204742485176495,11.9585,15.2701,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3850.4379,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
14/04/2012 00:00,0.0040948497035299,12.0122,16.45,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3823.5481,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
15/04/2012 00:00,0.00204742485176495,12.5967,16.8899,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3782.5805,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
16/04/2012 00:00,0.00204742485176495,12.8638,18.1494,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3741.6129,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
17/04/2012 00:00,0,13.3924,17.0306,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3700.6453,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
18/04/2012 00:00,0.00204742485176495,13.3502,17.2499,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3659.6777,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
19/04/2012 00:00,0.00204742485176495,13.9631,17.85,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3618.7101,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
20/04/2012 00:00,0,14.3614,17.5802,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3577.7425,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
21/04/2012 00:00,0,14.3529,16.3106,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3536.7749,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
22/04/2012 00:00,0,14.0618,17.3499,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3495.8073,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
23/04/2012 00:00,0,14.3237,15.012,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3454.8397,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
24/04/2012 00:00,0.0040948497035299,12.9202,12.9915,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3413.8721,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
25/04/2012 00:00,0.0143319739623547,11.3999,14.9298,0,0,0,100,0,0,20.1566,231.1775,413.1277,1.119,4.2024,0.2634,0.0239,3372.9045,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4861,0,0,0
