ISOTIME,FLOW,SAL,TEMP,TRACE_1,AGE,SS1,OXY,RSI,AMM,NIT,FRP,FRP_ADS,DOC,POC,DON,PON,DOP,POP,GRN
01/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
02/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
03/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
04/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
05/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
06/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
07/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
08/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
09/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
10/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
11/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
12/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
13/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
14/01/1990 00:00:00,0.0000,8.6477,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000
15/01/1990 00:00:00,0.0000,8.6477,21.9320,0.0000,0.0000,26.0925,212.7902,479.0391,1.1190,4.2024,0.2634,0.0239,2000.0000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
16/01/1990 00:00:00,1.2901,7.6131,21.9065,0.0000,0.0000,26.0925,210.0792,479.0391,1.1190,4.2024,0.2634,0.0239,2031.9892,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
17/01/1990 00:00:00,9.8723,7.6115,21.8811,0.0000,0.0000,26.0925,207.3682,479.0391,1.1190,4.2024,0.2634,0.0239,2063.9785,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
18/01/1990 00:00:00,9.9472,7.6235,21.8556,0.0000,0.0000,26.0925,204.6573,479.0391,1.1190,4.2024,0.2634,0.0239,2095.9677,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
19/01/1990 00:00:00,9.2870,7.6225,21.8301,0.0000,0.0000,26.0925,201.9463,479.0391,1.1190,4.2024,0.2634,0.0239,2127.9570,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
20/01/1990 00:00:00,9.3356,7.6247,21.8047,0.0000,0.0000,26.0925,199.2353,479.0391,1.1190,4.2024,0.2634,0.0239,2159.9462,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
21/01/1990 00:00:00,9.2039,7.6313,21.7792,0.0000,0.0000,26.0925,196.5243,479.0391,1.1190,4.2024,0.2634,0.0239,2191.9355,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
22/01/1990 00:00:00,8.8314,7.6692,21.7537,0.0000,0.0000,26.0925,193.8134,479.0391,1.1190,4.2024,0.2634,0.0239,2223.9247,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
23/01/1990 00:00:00,6.6813,7.6384,21.7282,0.0000,0.0000,26.0925,191.1024,479.0391,1.1190,4.2024,0.2634,0.0239,2255.9140,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
24/01/1990 00:00:00,8.4414,7.6285,21.7028,0.0000,0.0000,26.0925,188.3914,479.0391,1.1190,4.2024,0.2634,0.0239,2287.9032,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
25/01/1990 00:00:00,9.0011,7.6307,21.6773,0.0000,0.0000,26.0925,185.6804,479.0391,1.1190,4.2024,0.2634,0.0239,2319.8925,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
26/01/1990 00:00:00,8.8799,7.6148,21.6518,0.0000,0.0000,26.0925,182.9695,479.0391,1.1190,4.2024,0.2634,0.0239,2351.8817,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
27/01/1990 00:00:00,9.7613,7.6395,21.6263,0.0000,0.0000,26.0925,180.2585,479.0391,1.1190,4.2024,0.2634,0.0239,2383.8710,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
28/01/1990 00:00:00,8.3685,7.6665,21.6009,0.0000,0.0000,26.0925,177.5475,479.0391,1.1190,4.2024,0.2634,0.0239,2415.8602,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
29/01/1990 00:00:00,6.8320,7.6538,21.5754,0.0000,0.0000,26.0925,174.8365,479.0391,1.1190,4.2024,0.2634,0.0239,2447.8495,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
30/01/1990 00:00:00,7.5583,7.6247,21.5499,0.0000,0.0000,26.0925,172.1256,479.0391,1.1190,4.2024,0.2634,0.0239,2479.8387,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
31/01/1990 00:00:00,9.2130,6.9559,21.5245,0.0000,0.0000,26.0925,169.4146,479.0391,1.1190,4.2024,0.2634,0.0239,2511.8279,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
01/02/1990 00:00:00,9.0080,6.8684,21.4990,0.0000,0.0000,26.0925,166.7036,479.0391,1.1190,4.2024,0.2634,0.0239,2543.8172,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
02/02/1990 00:00:00,9.3973,7.0312,21.4735,0.0000,0.0000,26.0925,163.9927,479.0391,1.1190,4.2024,0.2634,0.0239,2575.8064,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
03/02/1990 00:00:00,8.6904,7.1638,21.4480,0.0000,0.0000,26.0925,161.2817,479.0391,1.1190,4.2024,0.2634,0.0239,2607.7957,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
04/02/1990 00:00:00,8.1666,7.1473,21.4226,0.0000,0.0000,26.0925,158.5707,479.0391,1.1190,4.2024,0.2634,0.0239,2639.7849,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
05/02/1990 00:00:00,8.2289,7.0263,21.3971,0.0000,0.0000,26.0925,155.8597,479.0391,1.1190,4.2024,0.2634,0.0239,2671.7742,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
06/02/1990 00:00:00,8.7105,7.0301,21.3716,0.0000,0.0000,26.0925,153.1488,479.0391,1.1190,4.2024,0.2634,0.0239,2703.7634,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
07/02/1990 00:00:00,8.6948,7.0818,21.3462,0.0000,0.0000,26.0925,150.4378,479.0391,1.1190,4.2024,0.2634,0.0239,2735.7527,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
08/02/1990 00:00:00,8.4849,7.0257,21.3207,0.0000,0.0000,26.0925,147.7268,479.0391,1.1190,4.2024,0.2634,0.0239,2767.7419,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
09/02/1990 00:00:00,8.7145,6.1958,21.2952,0.0000,0.0000,26.0925,145.0158,479.0391,1.1190,4.2024,0.2634,0.0239,2799.7312,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
10/02/1990 00:00:00,13.2482,7.2798,21.2697,0.0000,0.0000,26.0925,142.3049,479.0391,1.1190,4.2024,0.2634,0.0239,2831.7204,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
11/02/1990 00:00:00,7.7395,7.4349,21.2443,0.0000,0.0000,26.0925,139.5939,479.0391,1.1190,4.2024,0.2634,0.0239,2863.7097,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
12/02/1990 00:00:00,7.2149,7.5702,21.2188,0.0000,0.0000,26.0925,136.8829,479.0391,1.1190,4.2024,0.2634,0.0239,2895.6989,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
13/02/1990 00:00:00,6.7946,7.5680,21.1933,0.0000,0.0000,26.0925,134.1719,479.0391,1.1190,4.2024,0.2634,0.0239,2927.6882,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
14/02/1990 00:00:00,6.8000,7.9497,21.1678,0.0000,0.0000,26.0925,131.4610,479.0391,1.1190,4.2024,0.2634,0.0239,2959.6774,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
15/02/1990 00:00:00,5.7721,7.3436,21.1424,0.0000,0.0000,26.0925,128.7500,479.0391,1.1190,4.2024,0.2634,0.0239,2991.6667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
16/02/1990 00:00:00,7.5191,7.4558,21.0793,0.0000,0.0000,26.0925,130.2121,479.0391,1.1190,4.2024,0.2634,0.0239,3023.5119,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
17/02/1990 00:00:00,7.1474,7.5251,21.0162,0.0000,0.0000,26.0925,131.6741,479.0391,1.1190,4.2024,0.2634,0.0239,3055.3571,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
18/02/1990 00:00:00,6.9310,7.5504,20.9531,0.0000,0.0000,26.0925,133.1362,479.0391,1.1190,4.2024,0.2634,0.0239,3087.2024,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
19/02/1990 00:00:00,6.8531,7.7622,20.8899,0.0000,0.0000,26.0925,134.5982,479.0391,1.1190,4.2024,0.2634,0.0239,3119.0476,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
20/02/1990 00:00:00,6.2502,7.8887,20.8268,0.0000,0.0000,26.0925,136.0603,479.0391,1.1190,4.2024,0.2634,0.0239,3150.8928,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
21/02/1990 00:00:00,5.9216,7.9585,20.7637,0.0000,0.0000,26.0925,137.5223,479.0391,1.1190,4.2024,0.2634,0.0239,3182.7381,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
22/02/1990 00:00:00,5.7511,7.8788,20.7006,0.0000,0.0000,26.0925,138.9844,479.0391,1.1190,4.2024,0.2634,0.0239,3214.5833,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
23/02/1990 00:00:00,5.9469,7.8474,20.6375,0.0000,0.0000,26.0925,140.4464,479.0391,1.1190,4.2024,0.2634,0.0239,3246.4286,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
24/02/1990 00:00:00,6.0260,7.5636,20.5744,0.0000,0.0000,26.0925,141.9085,479.0391,1.1190,4.2024,0.2634,0.0239,3278.2738,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
25/02/1990 00:00:00,6.8145,7.3172,20.5113,0.0000,0.0000,26.0925,143.3705,479.0391,1.1190,4.2024,0.2634,0.0239,3310.1190,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
26/02/1990 00:00:00,7.6088,7.2914,20.4482,0.0000,0.0000,26.0925,144.8326,479.0391,1.1190,4.2024,0.2634,0.0239,3341.9643,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
27/02/1990 00:00:00,7.6995,7.0912,20.3851,0.0000,0.0000,26.0925,146.2946,479.0391,1.1190,4.2024,0.2634,0.0239,3373.8095,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
28/02/1990 00:00:00,8.4475,7.8991,20.3220,0.0000,0.0000,26.0925,147.7567,479.0391,1.1190,4.2024,0.2634,0.0239,3405.6547,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
01/03/1990 00:00:00,5.8958,7.7435,20.2589,0.0000,0.0000,26.0925,149.2188,479.0391,1.1190,4.2024,0.2634,0.0239,3437.5000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
02/03/1990 00:00:00,6.3010,8.0306,20.1958,0.0000,0.0000,26.0925,150.6808,479.0391,1.1190,4.2024,0.2634,0.0239,3469.3452,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
03/03/1990 00:00:00,5.5805,8.0982,20.1327,0.0000,0.0000,26.0925,152.1429,479.0391,1.1190,4.2024,0.2634,0.0239,3501.1905,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
04/03/1990 00:00:00,5.4263,7.9602,20.0696,0.0000,0.0000,26.0925,153.6049,479.0391,1.1190,4.2024,0.2634,0.0239,3533.0357,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
05/03/1990 00:00:00,5.7462,8.2280,20.0065,0.0000,0.0000,26.0925,155.0670,479.0391,1.1190,4.2024,0.2634,0.0239,3564.8809,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
06/03/1990 00:00:00,5.1463,7.9596,19.9434,0.0000,0.0000,26.0925,156.5290,479.0391,1.1190,4.2024,0.2634,0.0239,3596.7262,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
07/03/1990 00:00:00,5.7475,8.5113,19.8803,0.0000,0.0000,26.0925,157.9911,479.0391,1.1190,4.2024,0.2634,0.0239,3628.5714,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
08/03/1990 00:00:00,4.5975,8.1411,19.8171,0.0000,0.0000,26.0925,159.4531,479.0391,1.1190,4.2024,0.2634,0.0239,3660.4167,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
09/03/1990 00:00:00,5.3316,7.6505,19.7540,0.0000,0.0000,26.0925,160.9152,479.0391,1.1190,4.2024,0.2634,0.0239,3692.2619,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
10/03/1990 00:00:00,6.5588,7.9921,19.6909,0.0000,0.0000,26.0925,162.3772,479.0391,1.1190,4.2024,0.2634,0.0239,3724.1071,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
11/03/1990 00:00:00,5.6709,8.1796,19.6278,0.0000,0.0000,26.0925,163.8393,479.0391,1.1190,4.2024,0.2634,0.0239,3755.9524,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
12/03/1990 00:00:00,5.2488,7.9948,19.5647,0.0000,0.0000,26.0925,165.3013,479.0391,1.1190,4.2024,0.2634,0.0239,3787.7976,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
13/03/1990 00:00:00,5.6640,7.8804,19.5016,0.0000,0.0000,26.0925,166.7634,479.0391,1.1190,4.2024,0.2634,0.0239,3819.6428,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
14/03/1990 00:00:00,5.9429,7.9184,19.4385,0.0000,0.0000,26.0925,168.2254,479.0391,1.1190,4.2024,0.2634,0.0239,3851.4881,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
15/03/1990 00:00:00,5.8487,8.0856,19.3754,0.0000,0.0000,26.0925,169.6875,479.0391,1.1190,4.2024,0.2634,0.0239,3883.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
16/03/1990 00:00:00,5.4554,8.3187,19.2796,0.0000,0.0000,26.3105,171.0779,483.6758,1.1190,4.2024,0.2634,0.0239,3882.2580,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
17/03/1990 00:00:00,4.9622,8.2088,19.1838,0.0000,0.0000,26.5285,172.4683,488.3125,1.1190,4.2024,0.2634,0.0239,3881.1828,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
18/03/1990 00:00:00,5.1872,8.2770,19.0879,0.0000,0.0000,26.7465,173.8587,492.9491,1.1190,4.2024,0.2634,0.0239,3880.1075,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
19/03/1990 00:00:00,5.0462,8.0069,18.9921,0.0000,0.0000,26.9645,175.2491,497.5858,1.1190,4.2024,0.2634,0.0239,3879.0322,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
20/03/1990 00:00:00,5.6355,8.5850,18.8963,0.0000,0.0000,27.1825,176.6395,502.2225,1.1190,4.2024,0.2634,0.0239,3877.9570,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
21/03/1990 00:00:00,4.4676,8.7500,18.8005,0.0000,0.0000,27.4004,178.0300,506.8591,1.1190,4.2024,0.2634,0.0239,3876.8817,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
22/03/1990 00:00:00,4.1926,8.3628,18.7046,0.0000,0.0000,27.6184,179.4204,511.4958,1.1190,4.2024,0.2634,0.0239,3875.8064,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
23/03/1990 00:00:00,4.8751,8.7203,18.6088,0.0000,0.0000,27.8364,180.8108,516.1325,1.1190,4.2024,0.2634,0.0239,3874.7312,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
24/03/1990 00:00:00,4.2401,9.4721,18.5130,0.0000,0.0000,28.0544,182.2012,520.7691,1.1190,4.2024,0.2634,0.0239,3873.6559,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
25/03/1990 00:00:00,3.2189,10.1299,18.4171,0.0000,0.0000,28.2724,183.5916,525.4058,1.1190,4.2024,0.2634,0.0239,3872.5806,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
26/03/1990 00:00:00,2.5734,8.1703,18.3213,0.0000,0.0000,28.4904,184.9820,530.0425,1.1190,4.2024,0.2634,0.0239,3871.5054,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
27/03/1990 00:00:00,5.2686,7.7748,18.2255,0.0000,0.0000,28.7083,186.3724,534.6791,1.1190,4.2024,0.2634,0.0239,3870.4301,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
28/03/1990 00:00:00,6.2168,8.0971,18.1297,0.0000,0.0000,28.9263,187.7628,539.3158,1.1190,4.2024,0.2634,0.0239,3869.3548,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
29/03/1990 00:00:00,5.4295,8.4128,18.0338,0.0000,0.0000,29.1443,189.1532,543.9525,1.1190,4.2024,0.2634,0.0239,3868.2796,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
30/03/1990 00:00:00,4.7795,8.4216,17.9380,0.0000,0.0000,29.3623,190.5436,548.5891,1.1190,4.2024,0.2634,0.0239,3867.2043,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
31/03/1990 00:00:00,4.7623,8.1384,17.8422,0.0000,0.0000,29.5803,191.9340,553.2258,1.1190,4.2024,0.2634,0.0239,3866.1290,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
01/04/1990 00:00:00,5.3381,8.4519,17.7464,0.0000,0.0000,29.7982,193.3245,557.8625,1.1190,4.2024,0.2634,0.0239,3865.0537,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
02/04/1990 00:00:00,4.7065,8.1785,17.6505,0.0000,0.0000,30.0162,194.7149,562.4991,1.1190,4.2024,0.2634,0.0239,3863.9785,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
03/04/1990 00:00:00,5.2508,8.9117,17.5547,0.0000,0.0000,30.2342,196.1053,567.1358,1.1190,4.2024,0.2634,0.0239,3862.9032,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
04/04/1990 00:00:00,3.9441,8.7940,17.4589,0.0000,0.0000,30.4522,197.4957,571.7725,1.1190,4.2024,0.2634,0.0239,3861.8279,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
05/04/1990 00:00:00,4.1231,8.7285,17.3631,0.0000,0.0000,30.6702,198.8861,576.4091,1.1190,4.2024,0.2634,0.0239,3860.7527,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
06/04/1990 00:00:00,4.2270,8.5756,17.2672,0.0000,0.0000,30.8882,200.2765,581.0458,1.1190,4.2024,0.2634,0.0239,3859.6774,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
07/04/1990 00:00:00,4.4831,8.5113,17.1714,0.0000,0.0000,31.1061,201.6669,585.6825,1.1190,4.2024,0.2634,0.0239,3858.6021,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
08/04/1990 00:00:00,4.5972,8.3237,17.0756,0.0000,0.0000,31.3241,203.0573,590.3191,1.1190,4.2024,0.2634,0.0239,3857.5269,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
09/04/1990 00:00:00,4.9524,8.1554,16.9798,0.0000,0.0000,31.5421,204.4477,594.9558,1.1190,4.2024,0.2634,0.0239,3856.4516,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
10/04/1990 00:00:00,5.3005,8.2022,16.8839,0.0000,0.0000,31.7601,205.8381,599.5925,1.1190,4.2024,0.2634,0.0239,3855.3763,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
11/04/1990 00:00:00,5.2009,9.1009,16.7881,0.0000,0.0000,31.9781,207.2285,604.2291,1.1190,4.2024,0.2634,0.0239,3854.3011,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
12/04/1990 00:00:00,3.6773,8.4211,16.6923,0.0000,0.0000,32.1961,208.6190,608.8658,1.1190,4.2024,0.2634,0.0239,3853.2258,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
13/04/1990 00:00:00,4.7634,7.7193,16.5964,0.0000,0.0000,32.4140,210.0094,613.5025,1.1190,4.2024,0.2634,0.0239,3852.1505,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
14/04/1990 00:00:00,6.3670,8.2181,16.5006,0.0000,0.0000,32.6320,211.3998,618.1391,1.1190,4.2024,0.2634,0.0239,3851.0753,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
15/04/1990 00:00:00,5.1669,8.5168,16.4048,0.0000,0.0000,32.8500,212.7902,622.7758,1.1190,4.2024,0.2634,0.0239,3850.0000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
16/04/1990 00:00:00,4.5876,8.4112,16.3107,0.0000,0.0000,33.6383,212.7902,620.5219,1.1190,4.2024,0.2634,0.0239,3800.8333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
17/04/1990 00:00:00,4.7826,8.4018,16.2166,0.0000,0.0000,34.4267,212.7902,618.2681,1.1190,4.2024,0.2634,0.0239,3751.6667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
18/04/1990 00:00:00,4.8003,8.7324,16.1225,0.0000,0.0000,35.2150,212.7902,616.0142,1.1190,4.2024,0.2634,0.0239,3702.5000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
19/04/1990 00:00:00,4.2210,8.4134,16.0284,0.0000,0.0000,36.0033,212.7902,613.7604,1.1190,4.2024,0.2634,0.0239,3653.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
20/04/1990 00:00:00,4.7780,7.2369,15.9343,0.0000,0.0000,36.7917,212.7902,611.5065,1.1190,4.2024,0.2634,0.0239,3604.1667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
21/04/1990 00:00:00,7.8939,8.4937,15.8402,0.0000,0.0000,37.5800,212.7902,609.2527,1.1190,4.2024,0.2634,0.0239,3555.0000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
22/04/1990 00:00:00,4.6292,8.6873,15.7461,0.0000,0.0000,38.3683,212.7902,606.9988,1.1190,4.2024,0.2634,0.0239,3505.8333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
23/04/1990 00:00:00,4.2946,8.7830,15.6520,0.0000,0.0000,39.1567,212.7902,604.7450,1.1190,4.2024,0.2634,0.0239,3456.6667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
24/04/1990 00:00:00,4.1405,8.7752,15.5579,0.0000,0.0000,39.9450,212.7902,602.4911,1.1190,4.2024,0.2634,0.0239,3407.5000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
25/04/1990 00:00:00,4.1522,8.1384,15.4638,0.0000,0.0000,40.7333,212.7902,600.2372,1.1190,4.2024,0.2634,0.0239,3358.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
26/04/1990 00:00:00,5.3377,8.8242,15.3697,0.0000,0.0000,41.5217,212.7902,597.9834,1.1190,4.2024,0.2634,0.0239,3309.1667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
27/04/1990 00:00:00,4.0759,8.8979,15.2756,0.0000,0.0000,42.3100,212.7902,595.7295,1.1190,4.2024,0.2634,0.0239,3260.0000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
28/04/1990 00:00:00,3.9645,8.6614,15.1815,0.0000,0.0000,43.0983,212.7902,593.4757,1.1190,4.2024,0.2634,0.0239,3210.8333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
29/04/1990 00:00:00,4.3371,9.2180,15.0874,0.0000,0.0000,43.8867,212.7902,591.2218,1.1190,4.2024,0.2634,0.0239,3161.6667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
30/04/1990 00:00:00,3.5238,8.6477,14.9933,0.0000,0.0000,44.6750,212.7902,588.9680,1.1190,4.2024,0.2634,0.0239,3112.5000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
01/05/1990 00:00:00,0.0000,8.6477,14.8992,0.0000,0.0000,45.4633,212.7902,586.7141,1.1190,4.2024,0.2634,0.0239,3063.3333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
02/05/1990 00:00:00,0.0000,8.6477,14.8051,0.0000,0.0000,46.2517,212.7902,584.4603,1.1190,4.2024,0.2634,0.0239,3014.1667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
03/05/1990 00:00:00,0.0000,8.6477,14.7110,0.0000,0.0000,47.0400,212.7902,582.2064,1.1190,4.2024,0.2634,0.0239,2965.0000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
04/05/1990 00:00:00,0.0000,8.6477,14.6169,0.0000,0.0000,47.8283,212.7902,579.9526,1.1190,4.2024,0.2634,0.0239,2915.8333,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
05/05/1990 00:00:00,0.0000,8.6477,14.5228,0.0000,0.0000,48.6167,212.7902,577.6987,1.1190,4.2024,0.2634,0.0239,2866.6667,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
06/05/1990 00:00:00,0.0000,8.6477,14.4287,0.0000,0.0000,49.4050,212.7902,575.4448,1.1190,4.2024,0.2634,0.0239,2817.5000,1516.6667,59.7649,59.7649,0.7195,0.8993,30.4306
